sex,age,education,area,pop
Female,55--59,Post Secondary,16,664.6197491304331
Female,55--59,Post Secondary,17,1851.6719708697867
Female,55--59,Post Secondary,21,6561.795905357131
Female,55--59,Post Secondary,22,4714.935747226606
Female,55--59,Post Secondary,23,14740.799166982222
Female,55--59,Post Secondary,24,6447.958113526692
Female,55--59,Post Secondary,25,9409.681459454321
Female,55--59,Post Secondary,26,18386.938802093482
Female,55--59,Post Secondary,27,5037.837443162815
Female,55--59,Post Secondary,28,4203.390432123261
Female,55--59,Post Secondary,29,17304.882279781108
Female,55--59,Post Secondary,31,50828.81075814515
Female,55--59,Post Secondary,32,9374.28210000678
Female,55--59,Post Secondary,33,68417.47474108968
Female,55--59,Post Secondary,35,145022.4695584743
Female,55--59,Post Secondary,41,27947.701781913103
Female,55--59,Post Secondary,42,14446.70726608417
Female,55--59,Post Secondary,43,36217.62677234546
Female,55--59,Post Secondary,50,6190.3713459661
Female,55--59,Post Secondary,51,5331.654669667221
Female,55--59,Post Secondary,52,13118.330487186262
Female,55--59,Post Secondary,53,12454.786897763168
Female,60--64,No Education,11,6328.189131143902
Female,60--64,No Education,12,2688.514831961539
Female,60--64,No Education,13,9856.184179813274
Female,60--64,No Education,14,1371.0089496345945
Female,60--64,No Education,15,23247.55443395404
Female,60--64,No Education,16,1429.566575536038
Female,60--64,No Education,17,5482.646983014637
Female,60--64,No Education,21,36505.122620425194
Female,60--64,No Education,22,21581.370821569137
Female,60--64,No Education,23,43515.28892264578
Female,60--64,No Education,24,12418.206941978808
Female,60--64,No Education,25,20901.572063076535
Female,60--64,No Education,26,43694.396984596584
Female,60--64,No Education,27,16679.5336343237
Female,60--64,No Education,28,9774.330815977923
Female,60--64,No Education,29,82883.1580830538
Female,60--64,No Education,31,68373.09281393242
Female,60--64,No Education,32,12646.380116655582
Female,60--64,No Education,33,39020.807422593294
Female,60--64,No Education,35,105042.31467356009
Female,60--64,No Education,41,35483.90468406586
Female,60--64,No Education,42,10265.07552906164
Female,60--64,No Education,43,22897.82062539592
Female,60--64,No Education,50,7871.3793027698075
Female,60--64,No Education,51,9873.694753713156
Female,60--64,No Education,52,21526.92901461541
Female,60--64,No Education,53,4877.983256507123
Female,60--64,Incomplete Primary,11,5938.997912923292
Female,60--64,Incomplete Primary,12,1756.1545130286768
Female,60--64,Incomplete Primary,13,7497.106782116719
Female,60--64,Incomplete Primary,14,941.1987653325143
Female,60--64,Incomplete Primary,15,24147.684721979713
Female,60--64,Incomplete Primary,16,1270.9812770007327
Female,60--64,Incomplete Primary,17,5486.302361656306
Female,60--64,Incomplete Primary,21,25107.745415479796
Female,60--64,Incomplete Primary,22,14016.444799126431
Female,60--64,Incomplete Primary,23,40035.270226232184
Female,60--64,Incomplete Primary,24,18675.722995102795
Female,60--64,Incomplete Primary,25,22253.302967695894
Female,60--64,Incomplete Primary,26,43786.601602155795
Female,60--64,Incomplete Primary,27,13663.487667422112
Female,60--64,Incomplete Primary,28,9837.160237730404
Female,60--64,Incomplete Primary,29,60779.17582723681
Female,60--64,Incomplete Primary,31,120757.0438480945
Female,60--64,Incomplete Primary,32,16768.417094985085
Female,60--64,Incomplete Primary,33,70017.29103003959
Female,60--64,Incomplete Primary,35,223984.1709231765
Female,60--64,Incomplete Primary,41,64708.61045154607
Female,60--64,Incomplete Primary,42,40951.35934546025
Female,60--64,Incomplete Primary,43,65888.72182179482
Female,60--64,Incomplete Primary,50,12259.736622232867
Female,60--64,Incomplete Primary,51,11847.126160278658
Female,60--64,Incomplete Primary,52,29170.96608262469
Female,60--64,Incomplete Primary,53,7296.633773012335
Female,60--64,Primary,11,2865.6826560054665
Female,60--64,Primary,12,1030.2418475421662
Female,60--64,Primary,13,6414.34421007564
Female,60--64,Primary,14,535.2474813798469
Female,60--64,Primary,15,14765.016577412305
Female,60--64,Primary,16,879.357583846699
Female,60--64,Primary,17,2893.8343372053428
Female,60--64,Primary,21,10452.767272791833
Female,60--64,Primary,22,5992.582287619883
Female,60--64,Primary,23,22540.18563868494
Female,60--64,Primary,24,10477.963116950188
Female,60--64,Primary,25,11539.125115965031
Female,60--64,Primary,26,26870.560491403965
Female,60--64,Primary,27,5808.053594881687
Female,60--64,Primary,28,4808.885232303032
Female,60--64,Primary,29,33915.58715254549
Female,60--64,Primary,31,80538.07158757998
Female,60--64,Primary,32,12546.566106173803
Female,60--64,Primary,33,81803.94737956916
Female,60--64,Primary,35,193253.12902840367
Female,60--64,Primary,41,43262.300749178874
Female,60--64,Primary,42,32960.609364396274
Female,60--64,Primary,43,70226.44348131437
Female,60--64,Primary,50,7333.446517224093
Female,60--64,Primary,51,7093.963115869341
Female,60--64,Primary,52,18335.285966575717
Female,60--64,Primary,53,6259.327718308122
Female,60--64,Lower Secondary,11,1243.8917572860407
Female,60--64,Lower Secondary,12,501.6431937557396
Female,60--64,Lower Secondary,13,3834.78563464145
Female,60--64,Lower Secondary,14,456.1643725519013
Female,60--64,Lower Secondary,15,7825.325203918267
Female,60--64,Lower Secondary,16,403.4387696444732
Female,60--64,Lower Secondary,17,972.1125815809474
Female,60--64,Lower Secondary,21,5682.032884727164
Female,60--64,Lower Secondary,22,3072.3718407121364
Female,60--64,Lower Secondary,23,11671.72967974221
Female,60--64,Lower Secondary,24,4544.570750103462
Female,60--64,Lower Secondary,25,4514.180974331429
Female,60--64,Lower Secondary,26,13196.209301836203
Female,60--64,Lower Secondary,27,2797.7433222337686
Female,60--64,Lower Secondary,28,2335.0318265803166
Female,60--64,Lower Secondary,29,14519.28403770235
Female,60--64,Lower Secondary,31,31246.936602033322
Female,60--64,Lower Secondary,32,5015.415378734681
Female,60--64,Lower Secondary,33,55687.26478770049
Female,60--64,Lower Secondary,35,107739.74927131804
Female,60--64,Lower Secondary,41,18244.728395613853
Female,60--64,Lower Secondary,42,11530.328577110979
Female,60--64,Lower Secondary,43,32708.361372656007
Female,60--64,Lower Secondary,50,3789.9313112214295
Female,60--64,Lower Secondary,51,3700.586135251404
Female,60--64,Lower Secondary,52,8125.807355263201
Female,60--64,Lower Secondary,53,4888.296798929915
Female,60--64,Upper Secondary,11,1347.3534338503375
Female,60--64,Upper Secondary,12,825.9557444783462
Female,60--64,Upper Secondary,13,4425.865607695334
Female,60--64,Upper Secondary,14,514.3103389205426
Female,60--64,Upper Secondary,15,10413.823148268373
Female,60--64,Upper Secondary,16,930.6353399680435
Female,60--64,Upper Secondary,17,1775.0710290958891
Female,60--64,Upper Secondary,21,8066.520988201562
Female,60--64,Upper Secondary,22,4925.640248163047
Female,60--64,Upper Secondary,23,15329.81368163533
Female,60--64,Upper Secondary,24,6125.391532950417
Female,60--64,Upper Secondary,25,6400.57215548842
Female,60--64,Upper Secondary,26,18056.17301029562
Female,60--64,Upper Secondary,27,4215.681017314065
Female,60--64,Upper Secondary,28,3463.7967482238296
Female,60--64,Upper Secondary,29,26733.092300191736
Female,60--64,Upper Secondary,31,41702.73356211796
Female,60--64,Upper Secondary,32,8189.109846558293
Female,60--64,Upper Secondary,33,70292.87025548733
Female,60--64,Upper Secondary,35,110063.10719549107
Female,60--64,Upper Secondary,41,21384.737216462407
Female,60--64,Upper Secondary,42,12399.746437321126
Female,60--64,Upper Secondary,43,31031.325827812463
Female,60--64,Upper Secondary,50,4235.22623261433
Female,60--64,Upper Secondary,51,3846.1423986675786
Female,60--64,Upper Secondary,52,11965.52210156738
Female,60--64,Upper Secondary,53,8189.05842725698
Female,60--64,Post Secondary,11,915.856523355701
Female,60--64,Post Secondary,12,539.2262520792804
Female,60--64,Post Secondary,13,2990.0701158677016
Female,60--64,Post Secondary,14,341.9291339081561
Female,60--64,Post Secondary,15,5236.795372628279
Female,60--64,Post Secondary,16,512.2889686020001
Female,60--64,Post Secondary,17,765.465215979058
Female,60--64,Post Secondary,21,3499.6330639151156
Female,60--64,Post Secondary,22,2351.4966937018116
Female,60--64,Post Secondary,23,9240.576323091618
Female,60--64,Post Secondary,24,4049.7023486019825
Female,60--64,Post Secondary,25,5677.075201756241
Female,60--64,Post Secondary,26,13761.253310124916
Female,60--64,Post Secondary,27,3581.408066502995
Female,60--64,Post Secondary,28,2018.1094254448706
Female,60--64,Post Secondary,29,11516.136232954652
Female,60--64,Post Secondary,31,33982.358548049735
Female,60--64,Post Secondary,32,5349.365476481874
Female,60--64,Post Secondary,33,47551.833305493645
Female,60--64,Post Secondary,35,94406.76142815733
Female,60--64,Post Secondary,41,17258.821777840596
Female,60--64,Post Secondary,42,9020.155273653256
Female,60--64,Post Secondary,43,24803.374692655812
Female,60--64,Post Secondary,50,3946.8260071235327
Female,60--64,Post Secondary,51,3270.227863934261
Female,60--64,Post Secondary,52,7493.841632115324
Female,60--64,Post Secondary,53,8496.726928519245
Female,65--69,No Education,11,5928.9628233628155
Female,65--69,No Education,12,2669.1462423316602
Female,65--69,No Education,13,9495.21563866475
Female,65--69,No Education,14,1256.9224541846409
Female,65--69,No Education,15,22614.364094224922
Female,65--69,No Education,16,1514.0496501033333
Female,65--69,No Education,17,5707.2404795667735
Female,65--69,No Education,21,32803.12601241571
Female,65--69,No Education,22,19799.52306461002
Female,65--69,No Education,23,40840.16902172007
Female,65--69,No Education,24,11752.845215336114
Female,65--69,No Education,25,19980.554810945294
Female,65--69,No Education,26,41512.96282275943
Female,65--69,No Education,27,15845.683944187278
Female,65--69,No Education,28,8472.118761244163
Female,65--69,No Education,29,79777.7345183162
Female,65--69,No Education,31,70715.66279520564
Female,65--69,No Education,32,12275.659649959998
Female,65--69,No Education,33,39557.848966507874
Female,65--69,No Education,35,103420.97286521472
Female,65--69,No Education,41,35779.07083549641
Female,65--69,No Education,42,10195.380771800621
Female,65--69,No Education,43,22980.53630007922
Female,65--69,No Education,50,7805.561218449328
Female,65--69,No Education,51,9800.532434831359
Female,65--69,No Education,52,21521.59752414393
Female,65--69,No Education,53,4239.876761277321
Female,65--69,Incomplete Primary,11,4424.658803148799
Female,65--69,Incomplete Primary,12,1542.4302983301561
Female,65--69,Incomplete Primary,13,6661.736753058507
Female,65--69,Incomplete Primary,14,709.5993448711306
Female,65--69,Incomplete Primary,15,20663.25951183
Female,65--69,Incomplete Primary,16,1158.8243110014919
Female,65--69,Incomplete Primary,17,4396.64715629796
Female,65--69,Incomplete Primary,21,19016.806939969538
Female,65--69,Incomplete Primary,22,11195.632429273113
Female,65--69,Incomplete Primary,23,32492.284094028935
Female,65--69,Incomplete Primary,24,15123.73022468497
Female,65--69,Incomplete Primary,25,17420.93956358273
Female,65--69,Incomplete Primary,26,34399.01566860947
Female,65--69,Incomplete Primary,27,10656.896583943344
Female,65--69,Incomplete Primary,28,7473.474815377376
Female,65--69,Incomplete Primary,29,47082.74338927583
Female,65--69,Incomplete Primary,31,97896.0003374014
Female,65--69,Incomplete Primary,32,13741.339811630683
Female,65--69,Incomplete Primary,33,58568.33322621103
Female,65--69,Incomplete Primary,35,180372.9740865235
Female,65--69,Incomplete Primary,41,53464.700702316564
Female,65--69,Incomplete Primary,42,31735.44716979355
Female,65--69,Incomplete Primary,43,55923.185383501936
Female,65--69,Incomplete Primary,50,10510.412635119228
Female,65--69,Incomplete Primary,51,9350.71104241431
Female,65--69,Incomplete Primary,52,21929.324268676894
Female,65--69,Incomplete Primary,53,4964.8389588498185
Female,65--69,Primary,11,1749.733640080924
Female,65--69,Primary,12,646.792256236252
Female,65--69,Primary,13,3692.470415650783
Female,65--69,Primary,14,423.210317901837
Female,65--69,Primary,15,11312.297384329737
Female,65--69,Primary,16,699.5006766558296
Female,65--69,Primary,17,1980.3738209089183
Female,65--69,Primary,21,7962.574703949209
Female,65--69,Primary,22,4621.011267881452
Female,65--69,Primary,23,16576.801944776824
Female,65--69,Primary,24,7300.0929291281545
Female,65--69,Primary,25,8540.967598324449
Female,65--69,Primary,26,20059.438539008795
Female,65--69,Primary,27,3829.683829773699
Female,65--69,Primary,28,3286.4634543954717
Female,65--69,Primary,29,23587.705480848683
Female,65--69,Primary,31,59616.98774632913
Female,65--69,Primary,32,8268.354022916865
Female,65--69,Primary,33,61410.09973778001
Female,65--69,Primary,35,145415.11791727474
Female,65--69,Primary,41,32230.469411311024
Female,65--69,Primary,42,24110.998270098327
Female,65--69,Primary,43,54285.16766216757
Female,65--69,Primary,50,5366.856404277037
Female,65--69,Primary,51,4966.350681093185
Female,65--69,Primary,52,11706.850909871835
Female,65--69,Primary,53,5221.829980211773
Female,65--69,Lower Secondary,11,695.9558423545509
Female,65--69,Lower Secondary,12,427.5079601189986
Female,65--69,Lower Secondary,13,2262.0402401605634
Female,65--69,Lower Secondary,14,152.4704864198337
Female,65--69,Lower Secondary,15,4557.525317778274
Female,65--69,Lower Secondary,16,352.8248632456369
Female,65--69,Lower Secondary,17,584.3891781050138
Female,65--69,Lower Secondary,21,3007.2229828985273
Female,65--69,Lower Secondary,22,1822.177324038646
Female,65--69,Lower Secondary,23,8395.689437547018
Female,65--69,Lower Secondary,24,2391.1753196855493
Female,65--69,Lower Secondary,25,3333.9111671478026
Female,65--69,Lower Secondary,26,8498.587602773014
Female,65--69,Lower Secondary,27,1743.613077113925
Female,65--69,Lower Secondary,28,1479.3109001097382
Female,65--69,Lower Secondary,29,9701.492261398247
Female,65--69,Lower Secondary,31,20733.485081741615
Female,65--69,Lower Secondary,32,3452.304000189592
Female,65--69,Lower Secondary,33,39857.98632069246
Female,65--69,Lower Secondary,35,71045.13159494262
Female,65--69,Lower Secondary,41,11112.834530321628
Female,65--69,Lower Secondary,42,6575.699538204184
Female,65--69,Lower Secondary,43,21875.45974231879
Female,65--69,Lower Secondary,50,2411.306226497175
Female,65--69,Lower Secondary,51,2219.706844076127
Female,65--69,Lower Secondary,52,5391.608762339987
Female,65--69,Lower Secondary,53,3227.258466803964
Female,65--69,Upper Secondary,11,577.95198482691535
Female,65--69,Upper Secondary,12,552.9753955550948
Female,65--69,Upper Secondary,13,2445.5986099329343
Female,65--69,Upper Secondary,14,208.9290137668972
Female,65--69,Upper Secondary,15,5425.95136808466
Female,65--69,Upper Secondary,16,502.0691132029451
Female,65--69,Upper Secondary,17,753.3443313040744
Female,65--69,Upper Secondary,21,4798.679623178018
Female,65--69,Upper Secondary,22,2551.795657253407
Female,65--69,Upper Secondary,23,9610.262462154853
Female,65--69,Upper Secondary,24,3876.750233192147
Female,65--69,Upper Secondary,25,4213.459834457178
Female,65--69,Upper Secondary,26,11528.24502276144
Female,65--69,Upper Secondary,27,2945.311507126271
Female,65--69,Upper Secondary,28,1944.3829134485093
Female,65--69,Upper Secondary,29,15685.18847964194
Female,65--69,Upper Secondary,31,24468.890190276474
Female,65--69,Upper Secondary,32,4937.008542847815
Female,65--69,Upper Secondary,33,44603.87987872432
Female,65--69,Upper Secondary,35,62026.1065108018
Female,65--69,Upper Secondary,41,11998.05471271023
Female,65--69,Upper Secondary,42,7511.127850725142
Female,65--69,Upper Secondary,43,18511.049032182756
Female,65--69,Upper Secondary,50,2502.6450080536415
Female,65--69,Upper Secondary,51,1827.9666771003554
